Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres
51184605,"La Gatta Magica È Tornata (Gatta magica, #3)",Mathilde Bonetti,"Bonetti, Mathilde",,"=""8856647079""","=""9788856647075""",5.0,Piemme,Mass Market Paperback,65.0,2015.0,,2019/07/08,2019/07/21,,,read,,,,1,0,Unknown
53007906,"Una cavallina disubbidiente (Tilly's Pony Tails, #9)",Pippa Funnell,"Funnell, Pippa",L. Feoli,"=""""","=""""",5.0,Edizioni EL,Mass Market Paperback,123.0,2011.0,2010.0,2019/08/03,2019/08/05,,,read,,,,1,0,Unknown
52344905,"Luisa, La Fata dello Smeraldo (Rainbow Magic, #24; Jewel Fairies, #3)",Daisy Meadows,"Meadows, Daisy",Augusto Macchetto,"=""8804565713""","=""9788804565710""",5.0,Mondadori,Mass Market Paperback,59.0,2007.0,2005.0,2019/08/14,2019/08/23,,,read,,,,1,0,Unknown
52345008,"Valentina, La Fata dei Vestiti (Rainbow Magic, #20; The Party Fairies, #6)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804559543""","=""9788804559542""",5.0,Mondadori,Mass Market Paperback,64.0,2006.0,2005.0,2019/08/16,2019/08/24,,,read,,,,1,0,Unknown
52345044,"Beatrice, La Fata delle Torte (Rainbow Magic, #15; Party Fairies, #1)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804554568""","=""9788804554561""",5.0,Mondadori,Mass Market Paperback,64.0,2006.0,2005.0,2019/08/19,2019/08/24,,,read,,,,1,0,Unknown
52345131,"Iris, La Fata Indaco (Rainbow Magic, #6)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804548118""","=""9788804548119""",5.0,Mondadori,Mass Market Paperback,65.0,2005.0,2003.0,2019/08/21,2019/08/24,,,read,,,,1,0,Unknown
38096370,Gatti... stregati,Prunella Bat,"Bat, Prunella",,"=""8856612062""","=""9788856612066""",5.0,Piemme,Paperback,125.0,2013.0,2013.0,2019/08/27,2019/08/24,,,read,,,,1,0,Unknown
25950289,La casa delle sirene,Prunella Bat,"Bat, Prunella",,"=""8858501640""","=""9788858501641""",5.0,Piemme,Kindle Edition,133.0,2010.0,2006.0,2019/09/02,2019/09/03,,,read,,,,1,0,Unknown
13424198,L'intreccio della torre (Rapunzel),Walt Disney Company,"Company, Walt Disney",,"=""8852213015""","=""9788852213014""",5.0,The Walt Disney Company Italia,Hardcover,96.0,2011.0,2015.0,2019/09/10,2019/09/11,,,read,,,,1,0,Unknown
50923610,Principessa Elisa e la giostra fatata,Vivian French,"French, Vivian",,"=""8841856157""","=""9788841856154""",5.0,De Agostini,Mass Market Paperback,78.0,2009.0,2006.0,2019/09/18,2019/09/19,,,read,,,,1,0,Unknown
49427151,"Principessa Sofia e il ballo del principe (The Tiara Club at Silver Towers, #5)",Vivian French,"French, Vivian",O. Colombai,"=""8841861800""","=""9788841861806""",5.0,De Agostini,Mass Market Paperback,94.0,2010.0,2006.0,2019/09/21,2019/09/24,,,read,,,,1,0,Unknown
33865365,La dama d'argento,Prunella Bat,"Bat, Prunella",,"=""8856635720""","=""9788856635720""",5.0,Piemme,Paperback,127.0,2013.0,2006.0,2019/09/30,2019/09/24,,,read,,,,1,0,Unknown
34683378,C'è chi nasce strega,Prunella Bat,"Bat, Prunella",,"=""8858501624""","=""9788858501627""",5.0,Piemme,Kindle Edition,109.0,2010.0,2005.0,2019/10/08,2019/10/08,,,read,,,,1,0,Unknown
12094950,Una fata su un milione (Milla & Sugar #2),Prunella Bat,"Bat, Prunella",,"=""8838454272""","=""9788838454271""",5.0,Piemme Junior,Hardcover,132.0,2005.0,2005.0,2019/10/15,2019/10/15,,,read,,,,1,0,Unknown
48582248,Il mondo di Hello Kitty dalla A alla Z,Various,"Various, Various",,"=""8855605798""","=""9788855605793""",5.0,Edibimbi,Hardcover,56.0,2009.0,,2019/10/25,2019/10/26,,,read,,,,1,0,Unknown
48650729,"Principessa Ginevra e il cigno d'Argento (The Tiara Club at Pearl Palace, #6)",Vivian French,"French, Vivian",O. Colombai,"=""8841886846""","=""9788841886847""",5.0,De Agostini,Paperback,96.0,2013.0,2007.0,2019/10/30,2019/10/31,,,read,,,,1,0,Unknown
48691826,"Principessa Vittoria e la Balena Fatata (The Tiara Club at Emerald Castle, #3)",Vivian French,"French, Vivian",,"=""8841896361""","=""9788841896365""",5.0,De Agostini,Paperback,96.0,2014.0,2008.0,2019/11/03,2019/11/04,,,read,,,,1,0,Unknown
28953317,Principesse - Princess. I Librottini (Italian Edition),Walt Disney Company,"Company, Walt Disney",,"=""8852224548""","=""9788852224546""",5.0,Giunti (autore Disney),Kindle Edition,14.0,2015.0,,2019/11/10,2019/11/16,,,read,,,,1,0,Unknown
48913388,"Un puledrino nella savana (Tilly's Pony Tails, #17)",Pippa Funnell,"Funnell, Pippa",,"=""8847734037""","=""9788847734036""",5.0,Edizioni EL,Mass Market Paperback,128.0,2016.0,2012.0,2019/11/21,2019/11/22,,,read,,,,1,0,Unknown
50247245,Tommy,Tony Wolf,"Wolf, Tony",Anna Casalis,"=""8809611829""","=""9788809611825""",5.0,Dami Editore,Board Book,18.0,2013.0,2007.0,2019/11/29,2020/01/02,,,read,,,,1,0,Unknown
37791026,Dov'è il mio gattino?,Fiona Watt,"Watt, Fiona",,"=""0746082959""","=""9780746082959""",5.0,Usborne Publishing Ltd,Hardcover,0.0,2015.0,2001.0,2019/12/01,2020/01/02,,,read,,,,1,0,Unknown
9825021,Strega più fata (Milla & Sugar #1),Prunella Bat,"Bat, Prunella",,"=""8838453500""","=""9788838453502""",5.0,Piemme,Hardcover,136.0,2005.0,2005.0,2020/02/10,2020/02/12,,,read,,,,1,0,Unknown
51480214,"Un cavallino troppo solo (Tilly's Pony Tails, #15)",Pippa Funnell,"Funnell, Pippa",L. Feoli,"=""8847732093""","=""9788847732094""",5.0,Edizioni EL,Mass Market Paperback,115.0,2015.0,2011.0,2020/02/22,2020/02/19,,,read,,,,1,0,Unknown
52367028,Milady gattina coraggiosa. 44 Gatti,Various,"Various, Various",,"=""8891581682""","=""9788891581686""",4.0,Fabbri Editori,Board book,10.0,2019.0,,2020/03/12,2020/03/14,,,read,,,,1,0,Unknown
29066038,Pattini e scarpette,Mathilde Bonetti,"Bonetti, Mathilde",Caterina Giorgetti,"=""885662947X""","=""9788856629477""",5.0,Piemme,Paperback,149.0,2013.0,2013.0,2020/04/22,2020/04/13,,,read,,,,1,0,Unknown
19352590,La gatta magica,Mathilde Bonetti,"Bonetti, Mathilde",Marco Albiero,"=""8858501349""","=""""",5.0,Piemme,Kindle Edition,69.0,2010.0,2010.0,2019/05/13,2019/07/21,,,read,,,,2,0,Unknown
54475845,La Gatta Magica. Cristalli di Fata.,Mathilde Bonetti,"Bonetti, Mathilde",M. Albiero,"=""8856645114""","=""9788856645118""",5.0,Piemme,Mass Market Paperback,83.0,2015.0,,2020/07/03,2020/07/11,,,read,,,,2,0,Unknown
30840301,Ricordati del gatto!,Michael Rosen,"Rosen, Michael","Daniela Gamba, Michael Rosen","=""885882430X""","=""9788858824306""",5.0,Feltrinelli,Kindle Edition,95.0,2016.0,2015.0,2020/08/22,2020/08/23,,,read,,,,1,0,Unknown
34703870,Brina e la Banda del Sole Felino,Giorgio Salati,"Salati, Giorgio","Christian Cornia, Erika Turbati","=""8867901494""","=""9788867901494""",5.0,Tunué,Paperback,96.0,2017.0,2017.0,2020/10/02,2020/10/14,,,read,,,,1,0,Unknown
51245026,Danza che ti passa!,Mathilde Bonetti,"Bonetti, Mathilde",,"=""8809829840""","=""9788809829848""",5.0,Giunti Junior,Paperback,96.0,2016.0,,2020/10/19,2020/10/14,,,read,,,,1,0,Unknown
52221160,Il mondo a passo di danza,Aurora Marsotto,"Marsotto, Aurora",,"=""8856612224""","=""9788856612226""",5.0,Piemme,Paperback,344.0,2011.0,2011.0,2020/11/10,2021/05/24,,,read,,,,1,0,Unknown
40555946,Abissino e Somalo,Maria Grazia Gregani,"Gregani, Maria Grazia",,"=""8889662417""","=""9788889662410""",5.0,Castel Negrino,Paperback,96.0,2008.0,,2021/01/07,2020/07/26,,,read,,,,1,0,Unknown
58548292,La gattina vanitosa,Various,"Various, Various",,"=""885993172X""","=""9788859931720""",5.0,Larus,Hardcover,35.0,2008.0,,2021/06/28,2021/07/13,,,read,,,,1,0,Unknown
59642532,Il grande libro delle fate e delle principesse,Peter Holeinone,"Holeinone, Peter",P. Cattaneo,"=""8809616618""","=""9788809616615""",5.0,Dami Editore,Hardcover,192.0,2009.0,,2021/11/03,2021/11/17,,,read,,,,1,0,Unknown
43216270,"Storia di Milo, il gatto che non sapeva saltare",Costanza Rizzacasa d'Orsogna,"d'Orsogna, Costanza Rizzacasa",Giacomo Bagnara,"=""8823522099""","=""9788823522091""",5.0,Guanda,Hardcover,114.0,2018.0,2018.0,2022/02/01,2022/01/25,,,read,,,,1,0,Unknown
60388205,"Storia di Milo, il gatto che andò al Polo Sud",Costanza Rizzacasa d'Orsogna,"d'Orsogna, Costanza Rizzacasa",,"=""8823527805""","=""9788823527805""",5.0,Guanda,Mass Market Paperback,128.0,2021.0,,2022/02/08,2022/02/10,,,read,,,,1,0,Unknown
23680763,Principessa del Buio,Thea Stilton,"Stilton, Thea",Tea Stilton,"=""8856615967""","=""9788856615968""",5.0,Piemme,Hardcover,280.0,2011.0,2011.0,2022/07/20,2022/09/25,,,read,,,,1,0,Unknown
37936492,Il Diamante di Ghiaccio,Prunella Bat,"Bat, Prunella","Marco Albiero, Matteo Piana","=""8856603098""","=""9788856603095""",5.0,Piemme,Hardcover,139.0,2009.0,2009.0,2020/02/03,2020/01/23,,,read,,,,2,0,Unknown
48838139,"Una gatta di troppo (Magic Kitten, #4)",Sue Bentley,"Bentley, Sue",F. Tartaglia,"=""8804580984""","=""9788804580980""",5.0,Mondadori,Mass Market Paperback,121.0,2008.0,2006.0,2019/11/19,2019/11/16,,,read,,,,2,0,Unknown
45360831,Caterina e... tutto il resto,Mirjam Pressler,"Pressler, Mirjam",,"=""8838435235""","=""""",3.0,Piemme,Paperback,160.0,1996.0,,2022/10/29,2022/10/29,,,read,,,,1,0,Unknown
72475193,Quelle della pallavolo,Mathilde Bonetti,"Bonetti, Mathilde",,"=""8809890434""","=""9788809890435""",5.0,Giunti,Paperback,160.0,2021.0,2020.0,2022/12/27,2022/12/27,,,read,,,,1,0,Unknown
87705261,"Il gatto ballerino (Magic Ballerina, #13)",Darcey Bussell,"Bussell, Darcey",L. Fochi,"=""8841873868""","=""9788841873861""",5.0,De Agostini,Paperback,96.0,2012.0,2009.0,2022/12/31,2022/12/31,,,read,,,,1,0,Unknown
40881155,Valentina e il mondo dei cuccioli,Angelo Petrosino,"Petrosino, Angelo",,"=""8856658879""","=""9788856658873""",5.0,Piemme,Paperback,245.0,2017.0,,2023/01/01,2023/01/01,,,read,,,,1,0,Unknown
75508589,"Principessa Sofia e la festa della neve (The Tiara Club, #5)",Vivian French,"French, Vivian",Francesca Manzoni,"=""8841852216""","=""9788841852217""",5.0,De Agostini,Paperback,96.0,2009.0,2005.0,2023/01/01,2023/01/02,,,read,,,,1,0,Unknown
63363160,Il cortile delle sette fate,Nadia Terranova,"Terranova, Nadia",Simona Mulazzani,"=""8823531276""","=""9788823531277""",4.0,Guanda,Hardcover,112.0,2022.0,2022.0,2023/02/26,2023/03/18,,,read,,,,1,0,Unknown
10805693,Supergatto,Paul Fournel,"Fournel, Paul",Alexandra Poulot,"=""8838435154""","=""9788838435157""",5.0,Piemme,Paperback,114.0,1994.0,1978.0,2023/03/27,2023/03/27,,,read,,,,1,0,Unknown
57516826,Viola e il Blu,Matteo Bussola,"Bussola, Matteo",,"=""8831009834""","=""9788831009836""",4.0,Salani,Kindle Edition,73.0,2021.0,2021.0,2023/04/12,2023/05/12,,,read,,,,1,0,Unknown
17857254,Il mio diario (Violetta),Walt Disney Company,"Company, Walt Disney",,"=""8852216170""","=""9788852216176""",5.0,Walt Disney Company Italia,Paperback,192.0,2013.0,2013.0,2023/04/16,2023/04/20,,,read,,,,2,0,Unknown
37936408,La sposa vampira (Milla & Sugar #9),Prunella Bat,"Bat, Prunella","Marco Albiero, Matteo Piana","=""8838433135""","=""9788838433139""",5.0,Piemme,Paperback,139.0,2007.0,2007.0,2023/06/30,2023/06/30,,,read,,,,1,0,Unknown
80092431,Il segreto del gatto,Molly Fitz,"Fitz, Molly",Barbara Parutto,"=""""","=""9798373298735""",5.0,Independently published,Paperback,204.0,2023.0,2019.0,2023/05/20,2023/05/20,,,read,,,,1,0,Unknown
21462043,Peppa. Il camper e altre storie,Silvia D'Achille,"D'Achille, Silvia",,"=""8809792238""","=""9788809792234""",0.0,Giunti Kids,Kindle Edition,72.0,2013.0,2013.0,2019/07/22,2019/07/23,,,read,,,,1,0,Unknown
59335997,Il maialino di Natale,J.K. Rowling,"Rowling, J.K.","Valentina Daniele, Jim Field","=""8831010751""","=""9788831010757""",0.0,Salani,Hardcover,320.0,2021.0,2021.0,,2022/12/30,currently-reading,currently-reading (#2),currently-reading,,,,1,0,Unknown
12071731,"I magici mondi di Harry Potter. Guida ai personaggi, miti e leggende della saga del mago di Hogwarts",David Colbert,"Colbert, David",Paola Bruna Cartoceti,"=""8834708482""","=""9788834708484""",0.0,Fanucci,Hardcover,212.0,2001.0,2001.0,,2022/09/30,to-read,to-read (#1),to-read,,,,0,0,Unknown
35566694,The Song of the Moon (Melowy #2) (2),Danielle Star,"Star, Danielle",,"=""1338151762""","=""9781338151763""",0.0,Scholastic Paperbacks,Paperback,96.0,2018.0,,2018/09/25,2021/05/29,,,read,,,,1,0,Unknown
58126711,La volpe che amava i libri,Nicola Pesce,"Pesce, Nicola",,"=""8836270271""","=""9788836270279""",0.0,Edizioni NPE,Hardcover,176.0,2021.0,2021.0,,2021/11/21,currently-reading,currently-reading (#1),currently-reading,,,,1,0,Unknown
42959049,Cuccioli Magici. Paddy il cagnolino,Lily Small,"Small, Lily",G. Del Duca,"=""8854157821""","=""9788854157828""",0.0,Newton Compton,Paperback,128.0,2013.0,2013.0,2018/11/26,2019/07/21,,,read,,,,1,0,Unknown
42937597,Cuccioli Magici. Bella la coniglietta,Lily Small,"Small, Lily",G. Del Duca,"=""8854157813""","=""9788854157811""",0.0,Newton Compton,Paperback,121.0,2013.0,2013.0,2018/11/15,2019/07/21,,,read,,,,1,0,Unknown
35712590,Cuccioli Magici. Mia la topolina,Lily Small,"Small, Lily",,"=""""","=""""",0.0,Newton Compton Editori,Kindle Edition,69.0,2013.0,2013.0,2018/05/21,2019/07/21,,,read,,,,1,0,Unknown
51208130,Panda,Meredith Costain,"Costain, Meredith",,"=""8836561772""","=""9788836561773""",0.0,Touring Junior,Board book,32.0,2013.0,2013.0,2015/02/01,2020/02/12,,,read,,,,1,0,Unknown
52528828,Winx Club. Guida al mondo magico,Iginio Straffi,"Straffi, Iginio",,"=""8804715820""","=""9788804715825""",5.0,Mondadori,Mass Market Paperback,134.0,2019.0,,2020/03/20,2020/03/20,,,read,Il primo libro che ho letto completamente da sola,,,1,0,Unknown
53248808,Filastrocche della buonanotte,Luciana Martini,"Martini, Luciana",,"=""8809032616""","=""9788809032613""",0.0,Mondadori,Board book,,2003.0,,2015/11/01,2020/04/23,,,read,,,,1,0,Unknown
52620512,"Primula, la fata gialla (Rainbow Magic, #3)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804546921""","=""9788804546924""",0.0,Mondadori,Mass Market Paperback,66.0,2005.0,2003.0,2019/07/27,2019/07/29,,,read,,,,1,0,Unknown
52344874,"Susanna, La Fata dei Dolci (Rainbow Magic, #18; Party Fairies, #4)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804557508""","=""9788804557500""",0.0,Mondadori,Paperback,65.0,2006.0,2005.0,2019/08/12,2019/08/23,,,read,,,,1,0,Unknown
52344799,"Marilena, La Fata della Musica (Rainbow Magic, #16; Party Fairies, #2)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""""","=""""",0.0,Mondadori,Unknown Binding,,2006.0,2005.0,2019/08/11,2019/08/23,,,read,,,,1,0,Unknown
52344728,"Giada, La Fata Verde (Rainbow Magic, #4)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804548096""","=""9788804548096""",0.0,Mondadori,Mass Market Paperback,65.0,2005.0,2003.0,2019/08/07,2019/08/23,,,read,,,,1,0,Unknown
52039131,"Morena la Fata Viola (Rainbow Magic, #7)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804550562""","=""9788804550563""",0.0,Mondadori,Mass Market Paperback,68.0,2005.0,2003.0,2019/07/25,2019/07/26,,,read,,,,1,0,Unknown
49885520,Io non ho paura,Dan Crisp,"Crisp, Dan",Lee Wildish,"=""8851133913""","=""9788851133917""",0.0,De Agostini,Paperback,32.0,2015.0,2013.0,2016/09/25,2020/02/22,,,read,,,,1,0,Unknown
36096117,Ruby Ricciomanto e la magica danza,Daisy Meadows,"Meadows, Daisy",,"=""""","=""""",0.0,Salani Editore,Kindle Edition,67.0,2017.0,2015.0,2018/11/10,2019/07/21,,,read,,,,1,0,Unknown
35504386,Bella Zampatigre è nei guai,Daisy Meadows,"Meadows, Daisy",,"=""8893812983""","=""9788893812986""",0.0,Salani Editore,Kindle Edition,62.0,2017.0,2014.0,2018/10/05,2019/07/21,,,read,,,,1,0,Unknown
36069749,Emily Pungidorso ha un'idea geniale,Daisy Meadows,"Meadows, Daisy",,"=""8893813580""","=""9788893813587""",0.0,Salani Editore,Kindle Edition,68.0,2017.0,2015.0,2018/10/27,2019/07/21,,,read,,,,1,0,Unknown
50248597,Il mio primo libro degli Orsetti,Parragon Books,"Books, Parragon",,"=""888058846X""","=""9788880588467""",0.0,Gribaudo,Hardcover,48.0,2005.0,,2016/09/01,2020/01/02,,,read,,,,1,0,Unknown
50248479,Serafino il Delfino,Unknown .,"., Unknown",,"=""""","=""""",0.0,Euro Publishing,Hardcover,16.0,2017.0,,2019/05/01,2020/01/02,,,read,,,,1,0,Unknown
33120624,Carezzalibri Usborne: Dov'e Il Mio Trattore,Rachel Wells,"Wells, Rachel",,"=""1409542459""","=""9781409542452""",0.0,Usborne Publishing Ltd,Board Book,,2015.0,,2015/02/01,2020/01/02,,,read,,,,1,0,Unknown
50003446,"Gaia la fata degli addobbi (Rainbow Magic, #17; Party Fairies, #3)",Daisy Meadows,"Meadows, Daisy",C. Conti,"=""8804554576""","=""9788804554578""",0.0,Mondadori,Mass Market Paperback,65.0,2006.0,2005.0,2019/07/31,2019/08/01,,,read,,,,1,0,Unknown
49902565,È tempo di mele e altre storie,Various,"Various, Various",Elisa Finocchiaro,"=""8866349178""","=""9788866349174""",0.0,Edizioni BD,Paperback,63.0,2014.0,,2018/07/24,2019/07/21,,,read,,,,1,0,Unknown
30329722,La Carica dei 101. I Librottini (Italian Edition),Walt Disney Company,"Company, Walt Disney",,"=""8852226257""","=""9788852226250""",0.0,Giunti (autore Disney),Kindle Edition,14.0,2016.0,,2015/10/01,2019/11/16,,,read,,,,1,0,Unknown
48549330,Il Natale di Micia,Matthew Sturgis,"Sturgis, Matthew",,"=""8817240133""","=""9788817240130""",0.0,Rizzoli,Hardcover,24.0,1990.0,1989.0,2015/05/01,2019/10/21,,,read,,,,1,0,Unknown
43234708,Minienciclopedia degli animali,Anne Möller,"Möller, Anne",,"=""8868901374""","=""9788868901370""",0.0,La Coccinella,Hardcover,24.0,2014.0,2014.0,2016/09/01,2019/08/31,,,read,,,,1,0,Unknown
7825299,Marina la Fata Blu,Daisy Meadows,"Meadows, Daisy",Georgie Ripper,"=""880454810X""","=""9788804548102""",0.0,,Paperback,80.0,,2003.0,2019/08/10,2019/08/23,,,read,,,,1,0,Unknown
25451815,Piccole Principesse. La stella della regina (Italian Edition),Bianca Belardinelli,"Belardinelli, Bianca",G. Mazali,"=""8809756452""","=""9788809756458""",0.0,Giunti Kids,Kindle Edition,53.0,2013.0,2010.0,2019/08/05,2019/08/05,,,read,,,,1,0,Unknown
14313690,Cloud Island (Secret Kingdom #3),Rosie Banks,"Banks, Rosie",,"=""1408308835""","=""9781408308837""",0.0,Orchard (NY),Perfect Paperback,128.0,2011.0,,2019/03/28,2019/07/21,,,read,,,,1,0,Unknown
19317579,Il Palazzo Incantato (Il Regno Segreto #1),Rosie Banks,"Banks, Rosie",,"=""8854158771""","=""""",0.0,Newton Compton Editori,Kindle Edition,100.0,2013.0,2012.0,2019/03/19,2019/07/21,,,read,,,,1,0,Unknown
40732859,Magica buonanotte. My Little Pony.,Michael Vogel,"Vogel, Michael",L. Rapelli,"=""8858015576""","=""9788858015575""",0.0,Gribaudo,Hardcover,36.0,2016.0,2016.0,2018/08/12,2019/07/21,,,read,,,,1,0,Unknown
40542429,Animali nel mondo,Anastasia Zanoncelli,"Zanoncelli, Anastasia",,"=""""","=""""",0.0,Edizioni del Baldo,Paperback,160.0,2017.0,,2017/06/20,2019/07/21,,,read,,,,1,0,Unknown
44653891,Filastrocche scacciapaura,Maria Loretta Giraldo,"Giraldo, Maria Loretta",,"=""8809046218""","=""9788809046214""",0.0,Giunti Editore,Hardcover,64.0,2006.0,,2015/10/01,2019/07/21,,,read,,,,1,0,Unknown
40732881,Le più belle storie di My little pony,Various,"Various, Various",,"=""8858016106""","=""9788858016107""",0.0,Gribaudo,Paperback,159.0,2016.0,,2019/03/29,2019/07/21,,,read,,,,1,0,Unknown
45713788,Una prova di coraggio. My Little Pony. Ediz. illustrata,Various,"Various, Various",,"=""885801636X""","=""9788858016367""",0.0,Gribaudo,Hardcover,75.0,2016.0,,2019/05/11,2019/07/21,,,read,,,,1,0,Unknown
